"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tony Richardson","Tony Richardson","United Artists, Lopert Pictures Corp., Samuel Goldwyn Company","Woodfall Film Productions","Comedy","English","Oct 6, 1963, Original","Mar 9, 2018","$481.4K","2h 9m","Surround","Tom Jones (Albert Finney), a bastard foundling raised by the kindly Squire Allworthy (George Devine), loves the beautiful Sophie Western (Susannah York), but cannot marry her due to the difference in their stations. When the villainous Blifil (David Warner) tricks the squire into casting Tom out of his household, the young man goes forth into the world on a series of high-spirited adventures, including heroic swordfights, mistaken identities, good deeds and lusty women.",81,58,"Tom Jones"
