"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sylvain White","Screen Gems, Sony Pictures Entertainment","R (Horror Violence)","Horror, Mystery & Thriller","English","Apr 25, 2011","1h 32m","A mysterious killer stalks a group of friends who kept an accidental death a secret.",0,20,"I'll Always Know What You Did Last Summer"
