"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Matt Angel, Suzanne Coote","Russ Posternak, Raphael Margules, J.D. Lifshitz, Chadd Harbold, Jordan Yale Levine, Jordan Beckerman, Tracy Rosenblum","Matt Angel","Quiver Distribution","RainMaker Films, Fluffy Bear Studios, Yale Productions, BoulderLight Pictures, E1 Entertainment, Post Film, Media Finance Capital, Quiver Distribution","R (Some Sexual References|Pervasive Language|Gore|Strong Bloody Violence)","Action, Mystery & Thriller, Horror","English","May 26, 2023, Limited","1h 23m","Digital 2.39:1","Two years after she escaped a violent attack on her family, Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. But when a group known as the ""Noble Men"" break into their home, attack them, and take her beloved dog, Diego, Becky must return to her old ways to protect herself and her loved ones.",86,77,"The Wrath of Becky"
