"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Gianni Amelio","Gianni Amelio, Sandro Petraglia, Stefano Rulli","Lionsgate Films","Pola Pandora Film, Arte France Cinema, ACHAB Film, Arena Films, RAI Cinema","Drama","Italian","Sep 9, 2004, Original","Jun 28, 2005","1h 50m","When his wife dies during childbirth, repairman Gianni (Kim Rossi Stuart) can't accept the responsibility of his newborn son and gives him up. Fifteen years later, he meets his son, Paolo (Andrea Rossi), for the first time on a train to Berlin, and discovers that he's disabled. The meeting is awkward, and Gianni is stunned by the treatment Paolo receives from his German doctors. Eventually, with the help of another parent (Charlotte Rampling), Gianni learns to cope with delayed fatherhood.",77,81,"The Keys to the House"
