"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Pierre Braunberger","Marcel Sacotte, Jean-Luc Godard","Les Films de la Pléiade [fr]","Drama","French (Canada)","Sep 23, 1963, Original","Oct 15, 2020","1h 25m","Mono","In director Jean-Luc Godard's landmark drama, Nana (Anna Karina), a young Parisian woman who works in a record shop, finds herself disillusioned by poverty and a crumbling marriage. Hoping to become an actress and break into films, Nana is once again disappointed when nothing comes of her dreams, and soon she turns to a bleak life of prostitution. When she meets a man (Peter Kassovitz) who truly cares for her, Nana's hope returns -- but Raoul (Sady Rebbot), her pimp, may have the final word.",89,91,"My Life to Live"
