"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Natasha Kermani","Chelsea Davenport, Patrick Ewald, Robert V. Galluzzo, Kimberly Hwang","Brea Grant","Shudder","Horror, Mystery & Thriller","English","Mar 4, 2021","1h 23m","A self-help book author finds herself stalked by a threatening figure who returns to her house night after night. She is forced to take matters into her own hands when she can't get help from those around her.",93,28,"Lucky"
