"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Steven K. Tsuchida","Alicia Keys, Maggie Malina, Jeremy Kipp Walker","Tabi McCartney, Dana Schmalenberg","Romance, Comedy","English","Jul 29, 2021","1h 41m","Dolby Digital","A romantic comedy about aspiring pop star Erica (Christina Milian) who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious Mauritius island resort while in the wake of a music career meltdown. She tries to keep their past relationship a secret from his bride-to-be Beverly, but Erica rediscovers her feelings for her ex, Jason (Jay Pharoah), despite his brother Caleb's (Sinqua Walls) attempts to keep them from falling back in love. In this warm and funny romantic story that explores the bonds of love and family, the question soon becomes will Erica sing at Beverly's wedding -- or her own?",61,86,"Resort to Love"
