"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrew Lane","PG","Adventure","English","May 30, 1986, Limited","May 14, 2019","$1.1M","1h 44m","Surround","Paperback hero Jake (Wayne Crawford) and his author (Dennis Christopher) help a girl (Karen Kopins) save her sister from white slavers in Africa.",20,44,"Jake Speed"
