"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Karan Malhotra","Karan Johar, Hiroo Johar","Karan Malhotra, Piyush Mishra","Dharma Productions","Action","Hindi","Nov 30, 2016","$2.0M","2h 54m","Dolby Digital, DTS","Scope (2.35:1)","Vijay gains the confidence of notorious gangster Rauf Lala in order to reach Kancha Cheena, a crime lord operating from Mandwa. Vijay wants to avenge his father who was framed and killed by Kancha.",93,62,"Agneepath"
