"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kinji Fukasaku, Kenta Fukasaku","Kimio Kataoka, Hikaru Kawase, Kenta Fukasaku, Masumi Okada","Kenta Fukasaku, Norio Kida","Nippon Shuppan Hanbai (Nippan) K.K., Toho Company, Sega, Tokyo FM Broadcasting Co., Battle Royale Prod. Committee, TV Asahi, Toei Co. Ltd., Fukasaku-gumi, WOWOW, GAGA","Action","Japanese","Oct 12, 2017","2h 12m","Surround","Teenagers are shackled together in pairs and sent on a violent mission to kill a terrorist leader (Tatsuya Fujiwara) and his followers.",27,29,"Battle Royale II: Requiem"
