"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ajitpal Singh","Alan McAlex, Ajay Rai","Ajitpal Singh","Kino Lorber","Jar Pictures","Drama","Hindi","May 20, 2022, Limited","Jul 19, 2022","$12.0K","1h 24m","A mother toils to save money to build a road in a mountainous Himalayan village to take her son to physiotherapy. Yet her husband, who believes that a shamanic ritual is the remedy, stands in her way.",90,85,"Fire in the Mountains"
