"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Gabriela Calvache","Gabriela Calvache, Geminiano Pineda","Gabriela Calvache","Drama","Spanish","Apr 19, 2021","1h 35m","A sex worker who has addiction and money problems finds her life spiraling into a dark abyss.",83,NA,"The Longest Night"
