"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hugh Wilson","David Giler","Paramount Pictures","Paramount Pictures","PG","Comedy, Western","English","May 10, 1985, Wide","Jul 1, 2013","1h 28m","Surround, Stereo","A singing cowboy (Tom Berenger) roams the Wild West with his sidekick (G.W. Bailey), dancing horse and fancy wardrobe.",17,84,"Rustlers' Rhapsody"
