"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kiyoshi Kurosawa","Atsushi Sato, Atsuyuki Shimoda, Motoo Kawabata","Palisades Tartan Films","R","Drama, Sci-Fi","Japanese","Sep 27, 2003, Original","Jun 24, 2016","1h 43m","Surround","A research scientist (Kôji Yakusho) encounters an exact double who takes over his career and uses violence to achieve his goals.",56,52,"Doppelganger"
