"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"David Martín De Los Santos","David Martín De Los Santos","Smiz and Pixel, Lolita Films, Canal Sur Televisión, La vida era eso, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Mediaevs","Drama","Spanish (Spain)","1h 49m","Two Spanish women from different generations coincide in a hospital room in Belgium. María (Petra Martínez) has been living there for decades after emigrating when she was young, and Verónica (Anna Castillo) is a girl recently arrived in search of opportunities she never found in Spain. A strange friendship is forged between them which will lead María to set out on a return journey to the south of Spain with an unusual mission. What begins as a journey in search of Verónica's roots will become an opportunity to question certain principles on which she had based her life.",80,NA,"That Was Life"
