"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bob Clark","Don Carmody, Bob Clark","CBS/Fox","Melvin Simon Productions, Astral Bellevue Pathe","R","Comedy","English","Mar 19, 1982, Wide","Nov 19, 2016","1h 35m","High school friends Pee Wee (Dan Monahan), Tommy (Wyatt Knight), Billy (Mark Herrier) and Mickey (Roger Wilson) want to lose their virginity. But when they're kicked out of a strip club after the owner, Porky (Chuck Mitchell), takes their money, they plot revenge. While they try to get back at him, they deal with other teen troubles, including Pee Wee's worries that his ""equipment"" is shrinking, their sexually opinionated gym teacher (Kim Cattrall) and a spy hole in the girl's locker room.",33,57,"Porky's"
