"Director","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mikio Naruse","Ryûzô Kikushima","Drama","Japanese","Jun 25, 1963, Original","Feb 20, 2007","1h 51m","Widow Keiko (Hideko Takamine) is a well-liked and decently paid bar hostess, but greedy relatives and ill-advised affairs leave her lonely and facing debts. No longer a young woman, she searches for romantic and financial stability. Her heart lies with the married Nobuhiko (Masayuki Mori), but she entertains the idea of wedding kindly suitor Matsukichi (Daisuke Katô) to escape the tedium of her days and the bleak future that will await her if she ages out of her trade without marrying.",100,93,"When a Woman Ascends the Stairs"
