"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Becker","Raymond Hakim, Robert Hakim, André Paulvé","Jacques Becker, Jacques Companéez, Jacques Becker","Robert et Raymond Hakim","Drama","French (Canada)","Aug 18, 1952, Original","Jan 18, 2005","1h 36m","Ex-convict Georges Manda (Serge Reggiani) returns to the free world determined to go straight and takes a steady job as a carpenter. Unable to completely shake his connections with the underground, he meets with a former prison mate, older gangster Félix Leca (Claude Dauphin), who introduces him to his mistress, the sweet but guarded Marie ""Casque d'Or"" (Simone Signoret). Marie and Georges fall into a passionate relationship, driving Félix to do everything in his power to ruin the couple.",100,84,"Casque d'Or"
