"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney Lumet","Peter Shaffer","Persky-Bright Productions","R","Drama","English","Mar 4, 2003","2h 18m","Dr. Martin Dysart (Richard Burton), a psychiatrist who has grown unhappy with his life, takes on the peculiar case of Alan Strang (Peter Firth), a reserved teenager who has been accused of brutally blinding six horses. Dysart slowly unravels Alan's background, learning that he grew up in a strained household with a devoutly religious mother (Joan Plowright) and an atheist father (Colin Blakely). But as Dysart begins to trace the roots of Alan's problems, his own also begin to surface.",70,78,"Equus"
