"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Miller","John Hughes, Matty Simmons","John Hughes, Stu Krieger","R","Comedy","English","Feb 8, 2000","1h 25m","Surround","Flat (1.85:1)","Lizzie Borden High alumnus Walter Baylor (Blackie Dammett) is still traumatized by a nasty senior prank he endured. Years later, he breaks out of an asylum and returns to his school during a class reunion to wreak havoc on those who drove him insane. While the classmates are celebrating, many start mysteriously dying. The remaining students, including popular Bunny Packard (Miriam Flynn) and loser Gary Nash (Fred McCarren), try to find the deranged killer before it is too late.",0,39,"National Lampoon's Class Reunion"
