"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Zoya Akhtar, Dibakar Banerjee, Karan Johar, Reema Kagti, Anurag Kashyap","Viacom 18 Motion Pictures","Drama","Hindi","Nov 18, 2016","2h 7m","An anthology that includes four stories, by four different directors, which describes how Bollywood has an influence on the lives of different people.",73,61,"Bombay Talkies"
