"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Chaitanya Tamhane","Vivek Gomber","Chaitanya Tamhane","Zeitgeist Films","Drama","Marathi","Jul 15, 2015, Limited","Mar 14, 2018","$16.5K","1h 55m","A social activist who uses folk music to spread his message is arrested, accused of inciting a sewage worker's suicide. Lawyers from both sides of the aisle, and the rote ideologies they represent, are scrutinized as the trial plays out.",98,79,"Court"
