"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Tom Savini","John A. Russo","LK-TEL, Columbia Pictures, 21st Century Film Corporation [us], RCA/Columbia","21st Century Film Corp., Columbia Pictures Corporation","R","Horror","English","Oct 1, 1990, Wide","Apr 1, 2009","$5.4M","1h 29m","Surround, Stereo, Ultra-Stereo","Flat (1.85:1)","For reasons unknown, the recently deceased are rising from the grave as flesh-hungry zombies. Fleeing from the undead horde, a small group of survivors, including Barbara (Patricia Tallman), Ben (Tony Todd) and Harry (Tom Towles), sequester themselves in a remote farmhouse. With the zombies outside the house multiplying, tensions flare, as the group argues over the best way to escape their increasingly dire situation before they are overrun completely.",68,68,"Night of the Living Dead"
