"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anna Campion","David Hazlett","Anna Campion","Miramax","R","Drama","English","Aug 13, 2002","$42.0K","1h 44m","Surround","Tragedy alters the lives of seven friends making an amateur horror film one weekend in the British countryside.",17,21,"Loaded"
