"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ulu Grosbard","20th Century Fox Home Entertainment","R","Comedy, Drama","English","Jun 15, 1971, Original","Jan 28, 2014","1h 48m","Paranoid guilt and someone named Harry drive a rich pop star/composer (Dustin Hoffman) to a psychiatrist (Jack Warden).",40,33,"Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?"
