"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Randal Kleiser","Joel Thurm, Randal Kleiser","R","Drama","English","$562.0K","1h 50m","Nick (Eric Roberts), a gay, HIV-positive architect, begins to display severe symptoms of AIDS and makes preparations to kill himself before he is unable to function normally. He arranges a party to reconnect and say goodbye to his closest friends and his confused parents. But when his ex-partner, Brandon (Gregory Harrison), a television director who left Nick when he was diagnosed with HIV, shows up, what was supposed to be a celebratory event becomes much more difficult for everyone.",50,79,"It's My Party"
