"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Akira Kurosawa, Yoichi Matsue","Shinobu Hashimoto, Akira Kurosawa, Hideo Oguni, Shûgorô Yamamoto","Toho Company Ltd.","Drama","Japanese","Mar 17, 2009","2h 20m","Mono","35mm","A group of impoverished misfits inhabiting a Japanese landfill have experiences that are alternately joyful and disheartening. Young, disabled Roku-chan (Yoshitaka Zushi) spends his days in a fantasy world where he is the captain of an imaginary train, while his mother, Okuni (Kin Sugai), remains in constant prayer, rarely venturing out of her shanty. A homeless man and his child lovingly envision every detail of the home they wish they had money to build, and a mute girl has a tragic encounter.",73,77,"Dodes 'Ka-Den"
