"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bernardo Bertolucci","Massimo Cortesi","James Lasdun, Bernardo Bertolucci, Clare Peploe","Fine Line Features","R","Drama","English","May 21, 1999, Wide","Dec 21, 1999","$2.0M","1h 34m","Surround","Mild-mannered composer Jason Kinsky (David Thewlis) hires Shandurai (Thandie Newton), a medical student and recent immigrant from Africa, to work as a part-time maid in his home. As the repressed maestro observes his intoxicating new employee, Shandurai reveals herself to be a free spirit with a captivating sadness. And, when Kinsky suddenly declares his undying love for her, she sends him on a dark journey into the depths of passion, jealousy and political intrigue.",76,80,"Besieged"
