"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Darren Doane","Darren Doane, David Shannon, Ankara Rosser, Raphi Henly","Cheston Hervey, Darren Doane","Samuel Goldwyn Company","Provident Films","PG (Some Thematic Elements)","Holiday, Comedy","English","Nov 14, 2014, Limited","Jan 18, 2016","$2.8M","1h 20m","Kirk's sister's annual Christmas party is about to be ruined by Christian, his brother-in-law, and Kirk realizes he has to show Christian how important Christ is to the holiday season.",0,30,"Saving Christmas"
