"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yimou Zhang","Xiu Jian, Weiping Zhang, William Kong","Zou Jingzhi","Edko Films, Zhang Yimou Studio","PG (Mild Thematic Elements)","Drama","Japanese","Sep 1, 2006","Jun 11, 2013","$251.6K","1h 47m","Dolby Digital","Upon learning his estranged son (Kiichi Nakai) has cancer, a Japanese fisherman (Ken Takakura) travels to Tokyo to see him. Though his son rejects him, the fisherman decides to finish the dying man's project: capturing a famous Chinese opera star's performance on film. However, the singer cannot perform, for he is too grief-stricken at his separation from his illegitimate son. The fisherman decides to reunite the singer and the child and sets out to find him.",80,81,"Riding Alone for Thousands of Miles"
