"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Andrew Lau Wai-Keung","Ma Wing Shing","PG-13","Fantasy","Chinese","Jul 18, 1998, Original","Feb 24, 2004","2h 8m","Dolby Digital","Scope (2.35:1)","After killing the boys' parents, Lord Conqueror (Sonny Chiba) raises Wind (Ekin Cheng) and Cloud (Aaron Kwok) as his own. Prophecy dictates that his fate is tied to theirs. Indeed, as the boys' powers develop, they start to rival those of their adoptive father. Meanwhile, Lord Conqueror's biological daughter, Charity (Kristy Yang), has unwisely fallen in love with both of the young men -- setting off a climactic battle when Lord Conqueror betroths her to Wind.",100,66,"The Stormriders"
