"Director","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ernst Lubitsch","Warner Bros.","Warner Bros.","Comedy","Jan 16, 1924, Limited","Jun 4, 2012","1h 30m","In Vienna, Dr. Franz Braun (Monte Blue) and his wife, Charlotte (Florence Vidor), are exceptionally happy in their marriage -- until Charlotte's best friend, Mitzi (Marie Prevost), starts flirting with Franz. Mitzi's suspicious husband, Professor Josef Stock (Adolphe Menjou), hires a detective to investigate her infidelities, and the inquiry soon begins to focus on Franz. Meanwhile, Franz's business partner, Dr. Gustav Mueller (Creighton Hale), hopes to comfort the disconsolate Charlotte.",100,84,"The Marriage Circle"
