"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Greg Swinson, Ryan Thiessen","Bernard James","Greg Swinson","Welcome Villain Films","Trauma One Entertainment, Première TV Distribution","Horror, Mystery & Thriller","English","Mar 3, 2023, Limited","1h 29m","Scope (2.35:1)","HUNT HER, KILL HER follows a lone night shift janitor during her first night on the job who finds herself in an unexpected fight for survival when she becomes the target of sinister masked intruders. As their disturbing motives become clearer, she must use her crafty instincts and barbaric violence to make it through the night alive.",53,88,"Hunt Her, Kill Her"
