"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Peter Stebbings","Bob Crowe, Heather K. Dahlstrom, Geoff Ewart, Jennifer Podemski","Shannon Masters","Drama","English","May 23, 2017","1h 39m","Scope (2.35:1)","Lena flees to her rural hometown after her 13-year-old daughter's overdose attracts the attention of child services. She reunites with her estranged mother and is forced to face a past she has tried to ignore.",60,67,"Empire of Dirt"
