"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Manny Coto","Jennie Lew Tugend","Manny Coto","Trimark","PG","Kids & Family, Sci-Fi","English","Jan 16, 1998, Limited","Nov 8, 2016","$7.0M","1h 41m","A withdrawn boy (Joseph Mazzello) dons the shell of an amiable space robot (Alex Daniels), gains superpowers and must fight a giant alien.",43,36,"Star Kid"
