"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Tony Bill","Forrest Murray, Tony Bill","Cineplex-Odeon Films","Cineplex-Odeon Films, Handmade Films","R","Mystery & Thriller","English","Jan 22, 1988, Original","Sep 27, 2017","$305.4K","1h 32m","This unusual film follows the unhinged Heinz (John Turturro), a rapist who has been released from prison, as he attempts to court Linda (Jodie Foster), a young woman whom he previously attacked. Coming to Linda's aid is Jamie (Todd Graff), her disabled boyfriend, while Harry (Tim Robbins), her protector from the earlier incident, is preoccupied with joining the civil rights movement. As Heinz' behavior grows increasingly bizarre, the offbeat tale moves towards its dramatic conclusion.",78,54,"Five Corners"
