"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Albert Brooks","Penelope Spheeris","Paramount Pictures","PG","Comedy","English","Mar 2, 1979, Limited","Jun 15, 2011","1h 39m","Filmmaker Albert Brooks wants to create a documentary that will get to the very heart of what it means to be an American family. To that end, he persuades the Yeagers of Phoenix, Ariz., to let him and his camera crew document virtually every moment of their waking lives. What's supposed to be a cinematic presentation of reality, however, soon becomes something quite different, as Brooks can't stop himself from comically interfering in their lives.",82,83,"Real Life"
