"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stig Svendsen","Espen Aukan, Stig Svendsen","Filmkameratene A/S","TV-MA","Horror, Mystery & Thriller","Norwegian","Feb 3, 2023","1h 37m","After witnessing a grotesque murder at a party in her new town, a teenager starts having strange visions and bizarre desires.",43,38,"Viking Wolf"
