"Director","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Marleen Gorris","R","Drama","English","Jan 1, 1982, Wide","1h 32m","A court psychiatrist (Cox Habbema) ponders three Dutchwomen, all strangers, on trial for killing a male shopkeeper.",90,61,"A Question of Silence"
