"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Eva Aridjis","Eva Aridjis, Heather Greene","Eva Aridjis","Drama","English","1h 50m","Dolby Digital","When his high school girlfriend, Caroline (Paige Turco), dies suddenly shortly after coming back into his life, photographer Lawrence (Frank Wood) decides to adopt her 16-year-old son, Johnny (Ryan Donowho), to keep the boy from entering the foster care system. The emotionally disturbed boy fights off Lawrence's well-meaning attempts to help him through his turmoil, but the affection of Mariana (Isidra Vega), a sensitive neighbor Johnny's age, helps ease his troubled mind.",39,81,"The Favor"
