"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Badham","Rob Cohen","David Seltzer, Louis Venosta, Eric Lerner","Universal Pictures, Interscope Communications","PG-13","Romance, Comedy","English","Jun 2, 2015","$68.8M","1h 50m","Surround","Rick Jarmin (Mel Gibson) is put in witness protection after he helps the FBI bust drug dealer Eugene Sorenson (David Carradine). Fifteen years later, he is living with a new identity as a gas station attendant in Detroit. When an old flame named Marianne (Goldie Hawn) stops at the gas station and recognizes him, his cover gets blown. The recently released Sorenson finds out, and both Jarmin and Marianne have to flee across the country with the vengeful Sorenson in hot pursuit.",25,41,"Bird on a Wire"
