"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mario Van Peebles","Preston L. Holmes, Mario Van Peebles, Melvin Van Peebles","Melvin Van Peebles","Tribeca Productions, Gramercy Pictures, PolyGram Filmed Entertainment, MVP Films","R","Drama","English","$6.3M","2h 4m","Surround","In this semi-fictionalized account of the origins of the Black Panthers, Vietnam vet Judge (Kadeem Hardison) returns to his hometown of Oakland to find it beset by violence and police discrimination against African-Americans. Judge's friend Cy tells him about a vigilante group that's organizing against the police and introduces him to its leaders, Bobby (Courtney B. Vance) and Huey (Marcus Chong). Judge joins the movement but is soon beset by police pressure to inform against Huey.",25,75,"Panther"
