"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alexander Birrell","Cedric Andries","Alexander Birrell","Cinephobia Releasing","Latent Images, June Gloom Productions","Horror, Mystery & Thriller, LGBTQ+","English (United Kingdom)","Sep 12, 2023","1h 23m","A thriller writer finds his story coming to life when a mysterious drifter arrives at the door of his isolated cabin.",71,NA,"The Latent Image"
