"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Julie Lopes-Curval","Alain Benguigui","Julie Lopes-Curval, François Favrat","First Run","Miramax","Drama","French (Canada)","Aug 6, 2003, Wide","Jul 20, 2004","$14.8K","1h 30m","This French drama depicts the lives of people who reside all year 'round in a small coastal town. Rose (Bulle Ogier) is a retired factory worker who spends much of her time at the nearby casino, and her son, Paul (Jonathan Zaccaï), is a lifeguard on the beach. Meanwhile Paul's girlfriend, Marie (Hélène Fillières), works at the same factory that employed his mother, reflecting the town's tininess. As the seasons pass, Rosie, Paul, Marie and other locals go through various changes.",75,12,"Seaside"
