"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Simon Ross","David Griffiths","David Griffiths","Saban Films","Ambassador Film Group","Horror, Mystery & Thriller","English (United Kingdom)","Dec 8, 2023","1h 26m","In the wake of her husband's devastating accident, a devoted wife becomes consumed by a mysterious portrait that resembles him in his happier days. However, as her obsession intensifies, the painting starts to unleash terror upon her life, leading her to question whether it is possessed by a malevolent force or if she is losing her sanity. Caught between the haunting unknown and her own fears, she must confront her deepest fears and unravel the unsettling truth before it's too late.",75,41,"The Portrait"
