"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ridley Scott","Brian Grazer, Ridley Scott, Dan Griffin","Steven Zaillian","Universal Pictures","Scott Free Productions","R (Nudity|Language|Pervasive Drug Content|Sexuality|Violence)","Crime, Drama, Biography","English","Nov 2, 2007, Wide","Aug 13, 2015","$130.1M","2h 37m","SDDS, DTS, Dolby Atmos, Dolby Digital, Dolby SRD","Flat (1.85:1)","Frank Lucas earns his living as a chauffeur to one of Harlem's leading mobsters; after his boss dies, Frank uses his own ingenuity and strict business code to become one of the inner city's most powerful crime bosses; veteran cop Richie Roberts senses a change in the mob's power structure and looks for ways to bring his opponent to justice.",81,90,"American Gangster"
