"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alfred E. Green","Warner Bros. Pictures","Warner Brothers/Seven Arts","Drama","English","Dec 25, 1935, Original","Jan 1, 2009","1h 18m","Joyce Heath (Bette Davis) plays a difficult actress in this film, based loosely on the life of early-20th-century Broadway and film star Jeanne Eagels. Joyce has all but destroyed her career and depleted her bank account because of her nasty drinking habit. Don Bellows (Franchot Tone), a rich architect, thinks Joyce can mount a comeback with the right role. As Don helps Joyce, she falls for him, but matters are complicated by Joyce's vindictive husband (John Eldredge).",86,64,"Dangerous"
