"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Anna Sofie Hartmann","Anna Sofie Hartmann","Komplizen Film, Profile Pictures","Drama","English","1h 27m","As a tunnel begins being built to connect Denmark and Germany, the present is set in motion toward the future.",91,NA,"Giraffe"
