"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Pablo Trapero","Suh Youngjoo, Pablo Trapero","Alejandro Fadel, Martín Mauregui, Santiago Mitre, Pablo Trapero","Strand Releasing","Drama","Spanish","Jul 3, 2009, Limited","Sep 26, 2017","$13.7K","1h 53m","In the hazy morning after a threesome, expectant mother Julia Zárate (Martina Gusmán) finds her partner dead in her flat, and his fling, Ramiro (Rodrigo Santoro), badly injured. Police arrive on the scene and promptly throw Julia behind bars, where she awaits trial. As her pregnancy progresses, Julia sinks into a deep depression. But she sheds her quiet, defeated demeanor when the eventual birth of her son, Tomás (Tomás Plotinsky), gives her a reason to live.",91,72,"Lion's Den"
