"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jack Hill","John Ashley, Eddie Romero, Cirio H. Santiago, Jane Schaffer","Don Spencer","New World Pictures","R","Crime, Drama","English","Jan 11, 2017","1h 33m","Mono","Women (Judy Brown, Pam Grier, Roberta Collins) in pastel dresses plot an escape from a tropical island prison run by perverts.",100,50,"The Big Doll House"
