"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Raoul Walsh","A. I. Bezzerides, Jerry Wald, Richard Macaulay","Warner Bros., MGM/UA Home Entertainment Inc., Key Video, Warner Home Vídeo","Warner Brothers, First National Pictures","Drama","English","Aug 3, 1940, Wide","Jan 1, 2009","1h 33m","Mono","35mm, Flat (1.37:1)","Brothers Joe (George Raft) and Paul Fabrini (Humphrey Bogart), who are delivery-truck drivers, push themselves hard trying to run their own business. One night, a fatigued Paul falls asleep behind the wheel, demolishing the truck and losing an arm. Joe is then offered a job by a truck company owner (Alan Hale) whose wife, Lana (Ida Lupino), falls for Joe. Lana kills her husband to be with Joe, but when he refuses her advances because he loves Cassie (Ann Sheridan), Lana frames him for murder.",92,70,"They Drive by Night"
