"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Scribner","James Mangold, Jim Cox, Tim Disney","Walt Disney Productions","G","Kids & Family, Adventure, Animation","English","Nov 18, 1988, Original","Dec 13, 2015","1h 12m","Surround","In this animated update of the classic ""Oliver Twist"" tale, Oliver (Joey Lawrence) is an orphaned kitten taken in by a gang of thieving dogs, led by cavalier canine Dodger (Billy Joel) and owned by down-and-out pickpocket Fagin (Dom DeLuise). While pulling a job in the streets of New York City, Oliver winds up being adopted by a rich girl, Jenny (Natalie Gregory), and landing on easy street. But through a series of events, a loan shark threatens the peaceful new arrangement.",53,62,"Oliver & Company"
