"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Berry","20th Century Fox","Twentieth Century Fox","PG","Comedy, Drama","English","Apr 22, 1974, Original","Jan 8, 2008","1h 32m","Claudine (Diahann Carroll) is a single mother in New York City who endures an exhausting commute to the suburbs where she works as a maid for wealthy families. In one carefully tended white community, she meets Roop (James Earl Jones), a charismatic but irresponsible garbage collector. Romance quickly ensues, but Claudine doubts that their relationship is good for her six children, and Rupert, despite his good nature, is reluctant to take on fatherhood.",67,91,"Claudine"
