"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Costa-Gavras","Vassilis Vassilikos, Jorge Semprún, Costa-Gavras","Cinema V","Valoria Films, Reggane Films, KG Productions, Galatée Films","PG","Mystery & Thriller","French (France)","Dec 8, 1969, Original","Mar 13, 2009","Mar 7, 2017","$83.3K","2h 7m","Mono","35mm","Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z (Yves Montand), a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.",94,93,"Z"
