"Title","Name","Role"
"3 Godfathers","John Ford","Director"
"3 Godfathers","John Wayne","Robert Marmaduke Hightower"
"3 Godfathers","Pedro Armendáriz","Pedro 'Pete' Roca Fuerte"
"3 Godfathers","Harry Carey Jr.","William Kearney"
"3 Godfathers","Ward Bond","Perley ""Buck"" Sweet"
"3 Godfathers","Mildred Natwick","The Mother"
