"Title","Name","Role"
"Star Wars: The Clone Wars","Dave Filoni","Director"
"Star Wars: The Clone Wars","Matt Lanter","Annakin Skywalker"
"Star Wars: The Clone Wars","Ashley Eckstein","Ahsoka Tano"
"Star Wars: The Clone Wars","James Arnold Taylor","Obi-Wan Kenobi"
"Star Wars: The Clone Wars","Dee Bradley Baker","Clone Troopers"
"Star Wars: The Clone Wars","Tom Kane","Yoda"
