"Title","Name","Role"
"This Is My Father","Paul Quinn","Director"
"This Is My Father","Aidan Quinn","Kieran O'Day"
"This Is My Father","James Caan","Kieran Johnson"
"This Is My Father","Stephen Rea","Father Quinn"
"This Is My Father","John Cusack","Eddie Sharp, the Pilot"
"This Is My Father","Moya Farrelly","Fiona Flynn"
