"Title","Name","Role"
"Camille Claudel","Bruno Nuytten","Director"
"Camille Claudel","Isabelle Adjani","Camille Claudel"
"Camille Claudel","Gérard Depardieu","Auguste Rodin"
"Camille Claudel","Laurent Grévill","Paul Claudel"
"Camille Claudel","Alain Cuny","Louis-Prosper Claudel"
"Camille Claudel","Madeleine Robinson","Louise-Athanaise Claudel"
