"Title","Name","Role"
"Mandingo","Richard Fleischer","Director"
"Mandingo","James Mason","Warren Maxwell"
"Mandingo","Susan George","Blanche Maxwell"
"Mandingo","Perry King","Hammond Maxwell"
"Mandingo","Ken Norton","Mede"
"Mandingo","Richard Ward","Agamemnon"
