"Title","Name","Role"
"Captain Pantoja and the Special Service","Francisco J. Lombardi","Director"
"Captain Pantoja and the Special Service","Salvador del Solar","Pantaleón Pantoja"
"Captain Pantoja and the Special Service","Angie Cepeda","Colombiana"
"Captain Pantoja and the Special Service","Pilar Bardem","Chuchupe"
"Captain Pantoja and the Special Service","Mónica Sánchez","Pochita"
"Captain Pantoja and the Special Service","Tatiana Astengo","Pechuga"
