"Title","Name","Role"
"Catch Me if You Can","Steven Spielberg","Director"
"Catch Me if You Can","Leonardo DiCaprio","Frank W. Abagnale"
"Catch Me if You Can","Tom Hanks","FBI Agent Carl Hanratty"
"Catch Me if You Can","Christopher Walken","Frank Abagnale, Sr."
"Catch Me if You Can","Martin Sheen","Roger Strong"
"Catch Me if You Can","Nathalie Baye","Paula Abagnale"
