"Title","Name","Role"
"An American Tail: Fievel Goes West","Phil Nibbelink","Director"
"An American Tail: Fievel Goes West","Simon Wells","Director"
"An American Tail: Fievel Goes West","Phillip Glasser","Fievel Mousekewitz"
"An American Tail: Fievel Goes West","James Stewart","Wylie Burp"
"An American Tail: Fievel Goes West","Erica Yohn","Mama Mousekewitz"
"An American Tail: Fievel Goes West","Cathy Cavadini","Tanya Mousekewitz"
