"Title","Name","Role"
"A Little Princess","Alfonso Cuarón","Director"
"A Little Princess","Eleanor Bron","Miss Minchin"
"A Little Princess","Liam Cunningham","Capt. Crewe"
"A Little Princess","Liesel Matthews","Sara Crewe"
"A Little Princess","Rusty Schwimmer","Amelia Minchin"
"A Little Princess","Arthur Malet","Charles Randolph"
