"Title","Name","Role"
"Beneath the 12-Mile Reef","Robert D. Webb","Director"
"Beneath the 12-Mile Reef","Robert Wagner","Tony Petrakis"
"Beneath the 12-Mile Reef","Terry Moore","Gwyneth Rhys"
"Beneath the 12-Mile Reef","Gilbert Roland","Mike Petrakis"
"Beneath the 12-Mile Reef","J. Carrol Naish","Socrates ""Soc"" Houlis"
"Beneath the 12-Mile Reef","Richard Boone","Thomas Rhys"
